,Age,Income,CreditScore,MonthsEmployed,NumCreditLines,LoanTerm,DTIRatio,MaritalStatus,HasMortgage,HasDependents,HasCoSigner
436,40,99808,304,61,4,36,0.84,Married,Yes,No,No
437,35,15311,454,52,2,12,0.72,Married,No,Yes,Yes
438,34,69802,359,16,2,12,0.81,Single,No,Yes,Yes
439,23,131481,511,7,1,12,0.73,Married,Yes,Yes,Yes
440,40,110617,481,9,2,24,0.54,Single,Yes,No,Yes
441,68,39184,464,96,4,48,0.65,Single,No,No,No
442,39,88023,696,11,2,48,0.12,Married,Yes,No,No
443,24,123122,533,62,1,36,0.63,Single,No,Yes,No
444,53,92607,415,72,3,24,0.28,Single,No,No,No
445,50,144514,630,82,2,24,0.14,Married,No,No,No
446,39,142174,666,54,1,12,0.81,Single,No,Yes,Yes
447,52,83751,610,100,1,48,0.33,Divorced,Yes,Yes,No
448,49,142188,660,55,3,60,0.17,Single,Yes,Yes,Yes
449,43,42657,445,7,2,12,0.41,Divorced,No,No,No
450,37,127717,330,32,1,24,0.31,Married,Yes,No,Yes
451,19,36135,687,97,3,12,0.72,Divorced,No,Yes,Yes
452,46,131270,543,44,4,48,0.86,Single,No,No,Yes
453,22,105257,377,66,2,36,0.41,Divorced,No,Yes,Yes
454,31,18154,633,89,4,36,0.55,Single,Yes,Yes,No
455,30,38632,649,99,2,24,0.19,Single,No,Yes,Yes
456,58,91675,684,29,3,48,0.42,Single,No,No,Yes
457,34,89141,783,94,3,24,0.31,Single,Yes,No,No
458,35,29161,691,46,2,60,0.72,Married,Yes,Yes,Yes
459,31,127327,450,85,2,12,0.61,Divorced,No,No,Yes
460,56,63996,330,115,4,60,0.11,Single,No,No,Yes
461,29,127335,784,43,4,24,0.31,Married,Yes,No,No
462,53,40812,582,9,3,60,0.64,Single,No,No,No
463,61,54304,826,59,1,24,0.6,Single,No,No,Yes
464,36,34875,355,78,4,60,0.11,Divorced,No,No,Yes
465,27,53869,335,108,2,36,0.89,Married,Yes,Yes,Yes
466,44,35676,503,61,3,60,0.38,Married,No,No,No
467,52,45102,321,1,4,60,0.27,Married,Yes,Yes,Yes
468,22,21129,445,32,1,36,0.54,Single,Yes,Yes,Yes
469,53,135539,387,109,4,60,0.38,Single,Yes,No,Yes
470,46,71369,377,85,4,12,0.43,Married,No,No,No
471,48,19943,726,1,4,48,0.23,Divorced,No,No,Yes
472,53,58398,621,33,2,48,0.21,Married,Yes,Yes,Yes
473,37,45418,785,45,3,12,0.15,Married,No,No,No
474,30,119749,805,25,4,60,0.59,Single,Yes,Yes,Yes
475,38,126906,833,68,4,24,0.16,Divorced,No,Yes,No
476,26,109236,363,119,2,24,0.62,Married,Yes,No,Yes
477,23,129747,351,110,2,12,0.7,Married,No,Yes,No
478,56,77951,343,72,1,24,0.39,Single,No,Yes,No
479,29,137903,590,93,2,48,0.79,Divorced,Yes,No,Yes
480,56,22595,419,5,4,12,0.43,Divorced,No,Yes,No
481,31,19886,739,12,1,60,0.14,Single,Yes,Yes,Yes
482,49,105620,833,11,4,36,0.22,Single,Yes,No,Yes
483,44,144702,443,70,2,24,0.22,Single,Yes,Yes,No
484,65,131399,471,96,1,12,0.48,Divorced,Yes,No,Yes
485,57,83722,611,107,2,60,0.77,Single,No,No,No
486,26,30120,582,16,1,60,0.81,Divorced,Yes,Yes,No
487,48,67576,442,7,3,48,0.5,Married,No,No,No
488,35,103353,748,30,2,36,0.15,Single,No,No,Yes
489,59,78448,716,52,4,36,0.35,Married,No,Yes,Yes
490,56,130676,801,53,2,24,0.45,Single,No,Yes,No
491,25,20904,461,72,4,48,0.7,Married,No,No,Yes
492,66,56444,718,92,4,48,0.83,Single,No,Yes,No
493,32,75725,406,77,3,12,0.65,Single,Yes,No,No
494,51,31050,515,111,1,12,0.52,Married,No,Yes,No
495,20,73556,669,104,1,48,0.59,Married,Yes,No,Yes
496,18,16029,350,53,2,48,0.2,Single,Yes,No,No
497,58,42419,637,103,2,12,0.44,Divorced,No,No,No
498,25,52727,713,37,3,48,0.46,Single,No,Yes,Yes
499,19,126111,746,37,2,36,0.64,Divorced,No,No,No
500,22,107883,302,116,1,12,0.27,Single,No,No,No
501,25,78531,578,0,1,60,0.5,Single,No,Yes,Yes
502,48,98803,426,86,2,48,0.44,Divorced,No,No,Yes
503,18,42887,348,19,2,24,0.16,Single,No,No,Yes
504,47,80527,759,2,4,36,0.44,Married,No,Yes,No
505,34,24146,326,0,2,12,0.21,Single,No,Yes,No
506,42,126953,778,14,3,24,0.71,Married,No,Yes,Yes
507,63,103664,807,25,3,60,0.27,Married,No,Yes,Yes
508,51,87670,605,65,2,36,0.21,Divorced,No,No,Yes
509,18,99809,432,42,3,24,0.88,Single,No,Yes,No
510,64,107799,346,106,1,36,0.34,Married,No,Yes,Yes
511,42,49944,384,58,4,12,0.73,Single,No,Yes,Yes
512,52,139686,319,49,3,48,0.23,Divorced,No,Yes,Yes
513,67,16515,386,50,1,36,0.48,Married,No,Yes,Yes
514,68,47076,393,50,1,48,0.54,Divorced,Yes,No,Yes
515,21,43440,791,38,2,12,0.66,Married,Yes,Yes,Yes
516,44,147360,622,118,1,24,0.43,Single,Yes,No,No
517,42,54668,517,48,4,60,0.86,Married,Yes,Yes,No
518,56,17231,395,73,1,60,0.42,Married,No,Yes,No
519,21,98278,695,45,3,12,0.18,Single,No,No,Yes
520,39,56355,325,41,4,12,0.72,Divorced,No,No,No
521,60,116624,460,34,3,12,0.69,Single,No,Yes,No
522,41,41823,607,12,1,48,0.35,Married,Yes,No,No
523,60,132577,813,75,2,48,0.88,Divorced,No,Yes,No
524,45,105786,698,61,1,60,0.51,Divorced,Yes,No,No
525,55,81214,475,49,4,48,0.84,Married,Yes,No,No
526,19,99656,620,70,1,36,0.71,Single,Yes,No,No
527,27,19289,448,41,4,12,0.63,Married,No,Yes,Yes
528,26,56431,437,80,3,24,0.69,Single,Yes,No,Yes
529,51,47771,370,44,2,36,0.39,Divorced,No,Yes,No
530,21,94707,466,46,3,12,0.37,Married,Yes,No,Yes
531,18,96349,405,9,2,12,0.76,Single,No,No,No
532,19,98576,399,114,3,24,0.11,Divorced,Yes,Yes,Yes
533,46,138870,840,63,2,48,0.12,Divorced,No,Yes,No
534,28,87255,423,25,2,36,0.79,Married,Yes,Yes,Yes
535,18,16797,635,49,4,60,0.83,Divorced,Yes,Yes,No
536,23,101989,323,1,2,36,0.41,Single,No,No,Yes
537,24,46746,742,13,1,48,0.11,Married,No,No,Yes
538,25,146101,595,80,4,36,0.28,Married,Yes,No,Yes
539,38,113528,849,106,2,48,0.35,Married,No,No,No
540,26,98302,329,50,4,12,0.44,Single,Yes,No,Yes
541,21,99961,696,54,1,24,0.21,Single,No,No,Yes
542,24,123435,595,76,4,48,0.5,Divorced,No,Yes,No
543,39,75487,839,55,4,60,0.77,Single,Yes,No,No
544,47,127271,818,117,4,60,0.88,Single,Yes,Yes,Yes
545,23,22301,508,115,1,60,0.85,Divorced,Yes,No,No
546,23,40874,564,72,1,24,0.42,Single,No,Yes,Yes
547,58,116359,799,26,3,60,0.14,Single,Yes,No,Yes
548,50,114818,597,113,3,24,0.69,Married,No,No,Yes
549,51,44123,687,40,3,36,0.48,Married,Yes,Yes,Yes
550,33,144850,833,15,3,24,0.36,Divorced,Yes,Yes,Yes
551,47,98616,571,81,3,36,0.19,Married,No,No,No
552,64,67621,332,112,3,12,0.66,Divorced,No,Yes,Yes
553,30,62112,325,99,1,48,0.2,Married,No,Yes,Yes
554,36,26684,484,66,4,60,0.3,Married,No,Yes,No
555,21,116638,380,105,1,24,0.57,Single,No,Yes,Yes
556,37,68765,721,8,4,48,0.64,Divorced,No,No,No
557,61,22337,569,107,4,60,0.16,Married,Yes,Yes,Yes
558,49,145552,510,69,2,48,0.84,Single,No,No,Yes
559,64,41789,420,26,3,12,0.67,Divorced,Yes,Yes,Yes
560,22,139494,575,36,4,36,0.29,Married,Yes,No,Yes
561,26,40832,339,105,3,36,0.28,Divorced,No,Yes,No
562,26,34353,317,12,4,36,0.81,Married,Yes,Yes,No
563,30,69746,407,57,2,36,0.76,Married,No,No,Yes
564,24,45060,408,29,1,36,0.57,Married,No,Yes,Yes
565,23,35655,588,108,4,24,0.72,Married,No,Yes,No
566,64,100089,637,101,1,12,0.46,Married,Yes,Yes,Yes
567,56,139741,383,90,4,60,0.31,Single,No,No,Yes
568,26,118166,402,0,2,24,0.17,Married,Yes,No,No
569,65,86219,514,12,3,48,0.66,Single,No,No,Yes
570,25,96734,594,85,2,12,0.29,Married,No,No,Yes
571,32,121901,627,96,4,12,0.5,Single,No,Yes,No
572,30,102530,597,41,1,12,0.2,Married,Yes,Yes,No
573,59,103054,837,7,2,24,0.19,Married,Yes,No,Yes
574,63,16128,371,112,2,36,0.56,Divorced,Yes,Yes,Yes
575,27,68187,452,102,2,48,0.59,Divorced,No,No,No
576,29,90239,590,91,1,24,0.59,Divorced,Yes,No,Yes
577,49,29737,421,54,2,36,0.13,Single,No,Yes,Yes
578,47,103206,407,16,4,36,0.89,Divorced,Yes,No,No
579,32,77223,546,69,3,36,0.64,Divorced,Yes,No,No
580,31,112426,703,106,1,24,0.41,Married,No,No,No
581,57,79609,808,41,3,48,0.88,Married,No,No,Yes
582,28,20844,712,47,3,60,0.52,Single,Yes,Yes,Yes
583,28,146309,340,13,3,48,0.41,Single,Yes,No,Yes
584,30,52900,496,93,4,12,0.21,Single,Yes,No,Yes
585,47,119006,585,50,4,12,0.15,Divorced,No,Yes,No
586,19,96604,346,106,1,12,0.15,Single,Yes,No,Yes
587,51,92662,791,96,1,36,0.48,Married,No,Yes,No
588,57,139053,420,100,1,60,0.32,Single,Yes,No,No
589,26,116161,745,25,2,36,0.33,Divorced,No,No,No
590,39,128460,808,102,3,60,0.52,Divorced,No,Yes,No
591,48,127559,510,32,2,60,0.77,Divorced,Yes,Yes,Yes
592,44,97607,398,99,1,48,0.74,Married,Yes,No,No
593,69,78429,391,12,4,24,0.58,Divorced,Yes,No,Yes
594,32,44713,841,8,1,12,0.53,Married,No,Yes,Yes
595,42,26498,475,4,3,60,0.79,Married,No,No,No
596,53,76897,586,57,2,12,0.56,Married,Yes,No,No
597,22,34533,612,35,1,12,0.47,Married,Yes,Yes,Yes
598,42,129330,431,43,2,60,0.18,Single,Yes,No,No
599,49,141837,718,112,3,12,0.44,Single,No,Yes,Yes
600,66,35367,409,33,4,24,0.58,Single,No,Yes,No
601,49,121442,718,95,1,60,0.52,Single,Yes,Yes,No
602,64,113345,314,66,1,12,0.36,Single,No,No,Yes
603,20,37084,576,71,1,48,0.15,Divorced,No,No,Yes
604,34,100547,337,60,2,60,0.75,Divorced,No,Yes,Yes
605,56,73788,372,24,2,36,0.59,Single,No,Yes,No
606,46,148774,567,25,2,36,0.9,Single,Yes,Yes,No
607,48,60220,735,95,2,24,0.51,Divorced,No,Yes,No
608,29,48706,369,100,1,12,0.76,Single,No,Yes,No
609,45,64933,734,20,1,24,0.45,Single,No,No,No
610,48,19836,830,40,2,24,0.4,Married,Yes,Yes,Yes
611,34,25457,386,107,1,48,0.56,Married,Yes,Yes,Yes
612,31,59631,383,73,3,24,0.8,Single,No,Yes,No
613,31,129060,740,46,4,24,0.33,Single,Yes,No,No
614,39,86729,618,51,2,12,0.32,Single,No,No,No
615,53,82967,674,35,4,24,0.11,Divorced,Yes,No,Yes
616,57,105178,775,28,1,60,0.68,Married,No,Yes,Yes
617,19,72637,346,52,2,60,0.88,Married,No,Yes,No
618,57,62658,774,28,2,24,0.59,Divorced,Yes,No,No
619,61,142865,599,19,3,60,0.6,Married,Yes,Yes,No
620,48,116420,726,104,3,12,0.78,Single,No,No,Yes
621,26,110757,707,111,2,60,0.65,Divorced,No,Yes,No
622,69,33804,513,11,2,36,0.87,Married,Yes,No,Yes
623,39,65298,419,21,3,36,0.25,Married,No,Yes,Yes
624,48,51563,492,15,4,12,0.13,Married,Yes,No,Yes
625,36,126598,556,112,4,48,0.8,Single,No,No,Yes
626,41,75121,816,95,3,24,0.4,Single,Yes,No,No
627,65,69833,750,54,4,36,0.74,Married,No,Yes,No
628,58,20549,594,79,2,60,0.29,Single,Yes,Yes,No
629,37,26725,652,6,3,24,0.47,Divorced,Yes,No,Yes
630,49,138798,606,74,1,48,0.89,Divorced,Yes,No,Yes
631,60,31579,431,18,1,48,0.9,Married,No,No,No
632,43,23101,337,48,2,24,0.86,Married,Yes,Yes,Yes
633,48,15962,786,107,1,12,0.35,Divorced,No,No,No
634,29,37815,434,79,4,60,0.42,Married,No,No,Yes
635,53,39356,516,94,1,24,0.77,Divorced,Yes,Yes,Yes
636,31,132291,608,83,1,24,0.25,Married,No,Yes,No
637,46,48919,698,72,1,24,0.79,Married,Yes,Yes,Yes
638,68,52216,336,27,4,12,0.12,Divorced,No,Yes,Yes
639,38,121893,827,3,1,60,0.13,Married,No,No,Yes
640,35,139563,326,82,2,60,0.35,Single,Yes,Yes,Yes
641,32,59568,600,89,1,60,0.69,Divorced,No,No,No
642,49,146647,714,30,4,24,0.61,Divorced,No,Yes,Yes
643,67,36210,749,11,3,48,0.63,Married,Yes,No,Yes
644,59,82905,698,90,2,24,0.16,Divorced,Yes,No,Yes
645,59,145439,626,56,3,12,0.72,Single,No,Yes,No
646,32,61936,768,80,2,24,0.76,Divorced,No,Yes,No
647,19,127015,566,116,4,48,0.66,Single,Yes,No,No
648,29,15217,764,23,2,36,0.27,Single,No,No,No
649,26,80767,474,24,4,12,0.29,Divorced,No,Yes,Yes
650,42,22616,445,73,4,24,0.39,Single,Yes,No,Yes
651,19,106792,713,67,2,60,0.28,Divorced,No,Yes,No
652,48,64707,770,42,3,12,0.13,Divorced,Yes,Yes,Yes
653,40,31302,740,41,2,24,0.51,Divorced,No,No,Yes
654,40,95610,593,72,3,24,0.18,Divorced,Yes,Yes,Yes
655,26,77133,367,25,2,24,0.81,Married,No,Yes,Yes
656,65,134957,310,53,1,48,0.29,Divorced,No,No,Yes
657,20,113320,836,96,3,36,0.65,Married,No,No,No
658,33,19868,595,14,4,24,0.89,Married,No,Yes,Yes
659,55,76217,490,40,2,60,0.75,Divorced,Yes,Yes,Yes
660,43,52100,319,33,3,24,0.52,Divorced,Yes,Yes,Yes
661,55,118485,771,84,1,60,0.81,Divorced,No,Yes,Yes
662,60,137017,318,34,1,24,0.22,Single,No,No,Yes
663,54,88644,561,66,3,48,0.18,Married,Yes,Yes,No
664,47,122838,519,77,4,24,0.77,Single,Yes,No,Yes
665,63,143933,396,86,4,12,0.67,Divorced,Yes,No,Yes
666,43,46613,328,57,3,12,0.81,Single,No,No,No
667,19,138531,388,106,1,12,0.78,Single,Yes,No,No
668,59,109104,597,90,4,12,0.48,Divorced,No,Yes,No
669,26,61699,571,91,4,60,0.63,Divorced,Yes,No,Yes
670,48,62335,428,14,3,24,0.52,Divorced,Yes,No,Yes
671,28,121400,309,19,1,24,0.37,Single,Yes,No,Yes
672,23,99195,597,59,1,24,0.11,Single,Yes,No,No
673,59,118343,417,96,3,48,0.23,Single,No,No,No
674,65,34133,579,18,3,12,0.66,Divorced,Yes,No,No
675,36,78866,595,35,3,48,0.32,Married,No,Yes,Yes
676,57,97351,520,1,3,48,0.78,Single,No,No,Yes
677,56,38892,303,58,3,60,0.76,Married,No,No,No
678,26,26509,316,15,1,60,0.41,Single,No,Yes,No
679,53,43120,507,99,4,24,0.62,Married,No,Yes,Yes
680,67,29343,351,108,3,36,0.53,Divorced,No,No,No
681,22,85884,778,34,3,60,0.25,Single,No,No,No
682,21,111157,593,26,4,60,0.51,Divorced,Yes,No,No
683,39,55522,618,89,3,60,0.66,Single,No,Yes,Yes
684,31,100374,545,97,2,48,0.33,Divorced,Yes,Yes,Yes
685,30,110098,453,90,3,24,0.27,Married,Yes,Yes,Yes
686,49,65836,807,91,3,60,0.28,Divorced,Yes,Yes,Yes
687,39,39158,757,45,1,36,0.71,Single,No,Yes,No
688,66,75935,401,89,2,12,0.22,Married,No,Yes,Yes
689,69,149772,448,116,1,48,0.73,Divorced,No,Yes,Yes
690,46,142652,658,109,3,48,0.2,Divorced,Yes,Yes,No
691,38,56655,807,25,2,60,0.37,Divorced,Yes,Yes,No
692,27,79401,830,10,2,60,0.34,Married,No,Yes,No
693,60,128680,444,11,2,24,0.88,Single,Yes,Yes,Yes
694,58,68159,579,8,2,48,0.47,Married,No,No,No
695,69,95817,805,95,2,60,0.6,Married,No,No,No
696,33,54217,590,75,4,24,0.85,Single,Yes,Yes,No
697,21,29693,821,46,1,12,0.87,Single,No,No,Yes
698,26,141625,572,63,3,24,0.2,Divorced,Yes,No,Yes
699,20,115030,340,40,2,60,0.73,Single,No,Yes,No
700,57,93279,664,72,4,24,0.79,Single,Yes,Yes,Yes
701,33,43727,423,34,4,24,0.2,Divorced,No,No,Yes
702,30,31817,792,53,4,12,0.83,Married,No,No,No
703,65,27991,526,43,4,48,0.8,Divorced,Yes,No,No
704,30,98725,510,108,4,24,0.14,Divorced,Yes,No,Yes
705,65,45125,725,85,2,60,0.44,Divorced,Yes,No,Yes
706,56,18187,677,38,2,48,0.87,Divorced,Yes,Yes,No
707,59,24895,665,20,3,48,0.57,Divorced,Yes,No,No
708,67,105464,654,17,2,60,0.38,Married,Yes,Yes,Yes
709,46,24952,663,1,3,24,0.14,Divorced,No,Yes,No
710,20,100731,805,112,4,24,0.74,Married,Yes,No,No
711,61,89203,656,3,1,12,0.27,Married,No,No,Yes
712,20,60999,471,72,2,24,0.69,Divorced,No,No,Yes
713,69,91398,419,42,1,60,0.76,Divorced,Yes,No,Yes
714,34,124357,310,21,3,48,0.3,Divorced,Yes,No,No
715,47,148334,577,49,1,12,0.3,Divorced,No,No,Yes
716,20,94081,358,39,4,24,0.64,Married,No,Yes,Yes
717,23,136624,630,89,2,12,0.39,Divorced,Yes,Yes,No
718,47,96422,317,21,4,48,0.42,Single,Yes,No,No
719,56,71799,349,53,2,36,0.78,Married,No,Yes,Yes
720,41,149520,784,57,1,36,0.54,Married,No,No,Yes
721,28,48697,495,28,2,12,0.39,Divorced,No,Yes,Yes
722,69,89204,659,84,3,60,0.55,Divorced,Yes,No,No
723,32,70851,339,113,2,36,0.48,Married,Yes,Yes,No
724,53,55135,802,4,3,36,0.3,Single,No,Yes,Yes
725,27,46189,603,2,2,36,0.26,Divorced,No,No,No
726,31,128017,410,11,3,48,0.81,Married,Yes,No,Yes
727,51,145205,305,36,4,12,0.13,Single,No,Yes,Yes
728,35,74666,837,113,4,60,0.88,Divorced,Yes,No,No
729,52,130589,542,98,2,24,0.44,Single,Yes,Yes,No
730,48,47384,436,3,1,36,0.39,Single,Yes,No,Yes
731,49,136514,305,33,2,24,0.47,Single,No,Yes,No
732,41,149581,572,100,2,48,0.36,Married,Yes,No,No
733,41,146042,648,65,3,24,0.36,Divorced,Yes,Yes,No
734,18,116157,832,88,3,48,0.73,Single,No,No,Yes
735,36,139267,763,81,2,24,0.18,Single,Yes,Yes,Yes
736,30,122290,763,23,4,24,0.59,Married,Yes,No,No
737,53,47369,440,69,2,48,0.77,Divorced,No,Yes,Yes
738,23,27458,710,89,4,60,0.3,Single,No,No,No
739,20,128622,613,118,4,36,0.31,Married,No,No,Yes
740,24,112579,728,7,2,48,0.4,Married,Yes,No,Yes
741,34,84117,553,22,1,60,0.59,Married,Yes,Yes,Yes
742,27,40012,775,3,3,12,0.19,Married,Yes,Yes,No
743,65,110869,668,102,4,60,0.57,Divorced,Yes,No,No
744,19,133219,493,57,4,36,0.71,Single,No,No,Yes
745,21,21271,356,3,4,48,0.16,Married,Yes,No,No
746,46,86149,785,88,3,36,0.16,Divorced,No,Yes,No
747,25,48955,310,74,3,12,0.87,Divorced,No,No,No
748,37,36836,825,76,1,12,0.82,Single,No,No,Yes
749,52,114991,717,24,4,60,0.12,Single,No,Yes,Yes
750,66,45184,746,23,2,24,0.24,Married,No,No,Yes
751,34,54616,343,20,3,24,0.2,Married,No,Yes,No
752,34,68127,683,68,1,24,0.19,Single,Yes,Yes,Yes
753,29,35871,387,72,1,12,0.3,Divorced,No,Yes,No
754,42,101986,343,25,3,24,0.15,Married,No,No,Yes
755,39,135631,436,80,1,12,0.77,Divorced,No,Yes,Yes
756,67,96850,599,15,3,48,0.84,Married,Yes,Yes,Yes
757,36,115154,784,1,3,36,0.39,Married,No,Yes,Yes
758,41,139011,812,113,2,48,0.74,Divorced,Yes,Yes,No
759,23,149698,370,10,4,60,0.73,Married,Yes,No,No
760,21,120634,793,115,2,60,0.75,Married,Yes,Yes,Yes
761,65,63781,435,76,1,12,0.71,Single,No,No,Yes
762,45,127497,808,9,1,12,0.88,Single,Yes,No,Yes
763,39,112024,576,1,3,24,0.5,Single,No,No,No
764,34,81070,489,86,1,60,0.82,Married,No,Yes,No
765,23,128522,446,24,4,48,0.67,Divorced,Yes,No,No
766,69,120769,396,113,1,24,0.41,Divorced,Yes,No,Yes
767,22,19184,555,92,2,24,0.54,Divorced,Yes,No,No
768,37,86387,848,60,3,24,0.66,Married,No,No,Yes
769,32,112570,381,98,1,60,0.54,Married,No,Yes,No
770,43,91675,525,63,1,36,0.71,Single,Yes,No,No
771,42,146031,806,74,4,36,0.38,Divorced,No,Yes,No
772,51,76557,735,91,2,12,0.18,Single,No,Yes,Yes
773,18,47667,624,5,4,60,0.2,Divorced,Yes,Yes,Yes
774,55,40214,467,34,1,24,0.28,Divorced,Yes,Yes,No
775,39,120763,593,20,3,48,0.56,Divorced,No,No,Yes
776,24,103490,706,97,2,12,0.79,Married,No,No,No
777,56,121216,531,52,2,24,0.7,Married,No,Yes,No
778,67,111891,535,107,1,48,0.36,Divorced,No,Yes,Yes
779,65,116236,614,67,3,60,0.33,Married,Yes,Yes,Yes
780,39,42837,580,25,1,60,0.85,Single,Yes,Yes,No
781,61,21332,504,117,2,12,0.88,Single,No,No,No
782,24,88018,351,6,3,12,0.4,Single,No,No,No
783,34,67853,619,19,2,12,0.5,Single,No,No,No
784,28,134579,741,54,4,24,0.8,Divorced,Yes,No,No
785,64,77996,665,22,3,48,0.8,Divorced,No,No,No
786,33,105949,436,83,1,36,0.25,Single,Yes,Yes,No
787,23,114385,569,88,3,36,0.35,Divorced,No,No,No
788,30,25858,341,14,2,48,0.42,Divorced,No,No,No
789,69,17046,640,57,1,48,0.38,Divorced,Yes,No,Yes
790,26,74179,727,13,3,48,0.14,Divorced,No,No,No
791,25,40038,402,92,4,12,0.16,Married,No,No,No
792,67,143259,621,50,3,24,0.45,Single,Yes,No,Yes
793,24,47778,324,24,1,24,0.49,Single,Yes,No,No
794,21,43273,336,84,3,48,0.28,Married,Yes,No,Yes
795,40,36954,439,48,2,60,0.44,Married,No,Yes,No
796,58,27058,329,85,3,48,0.5,Single,Yes,Yes,Yes
797,25,91777,653,65,3,36,0.49,Single,Yes,Yes,No
798,69,65804,491,0,3,60,0.15,Single,No,No,Yes
799,60,108143,673,88,1,48,0.23,Single,No,Yes,Yes
800,54,68123,366,83,2,36,0.86,Single,Yes,Yes,No
801,20,112621,501,35,3,36,0.69,Single,No,Yes,Yes
802,32,115695,729,116,1,48,0.49,Single,No,No,No
803,22,32288,347,86,2,24,0.84,Married,Yes,Yes,No
804,20,42678,725,114,3,36,0.45,Single,Yes,No,No
805,25,115727,726,3,4,36,0.17,Married,Yes,No,Yes
806,54,144920,773,72,4,36,0.81,Married,No,Yes,No
807,28,136505,763,65,1,36,0.68,Single,No,Yes,No
808,25,66057,322,18,2,48,0.65,Divorced,No,No,No
809,65,85425,534,18,3,60,0.84,Single,No,No,No
810,52,81041,330,13,2,24,0.62,Divorced,No,No,No
811,53,48238,753,117,4,36,0.24,Single,Yes,Yes,No
812,46,67241,743,7,3,24,0.19,Single,Yes,Yes,No
813,56,72341,402,24,2,60,0.13,Married,Yes,Yes,No
814,57,109190,612,45,2,24,0.57,Single,No,No,Yes
815,39,58746,661,111,3,36,0.83,Divorced,No,Yes,Yes
816,20,49079,410,73,4,48,0.52,Single,No,No,Yes
817,28,124312,483,86,4,12,0.38,Married,No,No,No
818,18,20445,827,95,2,36,0.75,Divorced,Yes,No,No
819,38,27801,462,19,4,60,0.67,Single,No,Yes,No
820,36,97581,417,32,1,24,0.82,Divorced,Yes,No,No
821,35,84963,761,40,4,36,0.86,Married,No,No,Yes
822,59,112882,389,30,4,24,0.85,Divorced,No,Yes,Yes
823,34,148749,694,105,3,24,0.22,Single,No,Yes,Yes
824,25,15154,369,77,2,60,0.32,Single,Yes,Yes,Yes
825,60,66442,765,13,1,48,0.42,Divorced,No,Yes,Yes
826,52,121285,432,102,4,12,0.34,Single,Yes,No,No
827,28,54411,337,40,3,48,0.64,Divorced,Yes,Yes,No
828,18,57726,525,7,4,36,0.2,Single,No,Yes,Yes
829,50,107083,607,21,2,36,0.47,Married,No,No,No
830,25,69438,563,11,4,48,0.83,Divorced,No,Yes,No
831,28,131893,387,53,4,48,0.15,Single,Yes,Yes,Yes
832,59,65477,330,8,2,24,0.11,Married,No,No,Yes
833,51,35214,796,22,2,36,0.45,Married,Yes,Yes,Yes
834,22,18137,621,49,3,24,0.26,Divorced,Yes,Yes,Yes
835,26,106131,408,85,4,60,0.27,Divorced,Yes,No,Yes
836,57,106625,643,24,2,36,0.58,Single,Yes,Yes,Yes
837,31,143790,669,106,3,60,0.35,Single,No,No,Yes
838,25,74409,442,34,2,24,0.5,Divorced,No,Yes,Yes
839,41,26053,321,50,1,60,0.65,Single,Yes,Yes,Yes
840,43,63934,726,76,4,60,0.74,Married,No,No,Yes
841,34,106216,732,68,3,48,0.54,Single,No,No,Yes
842,30,71449,375,85,2,24,0.78,Single,Yes,No,Yes
843,47,75945,797,51,4,12,0.81,Divorced,Yes,Yes,No
844,66,27484,394,9,1,12,0.35,Single,Yes,No,Yes
845,55,112356,548,5,1,24,0.14,Single,No,Yes,No
846,18,123332,779,38,4,36,0.65,Married,Yes,No,Yes
847,49,37387,311,43,1,12,0.75,Single,No,Yes,No
848,55,46594,365,106,4,36,0.56,Married,No,Yes,No
849,67,124132,468,102,2,48,0.79,Single,No,No,Yes
850,28,15648,704,87,3,48,0.65,Married,No,Yes,Yes
851,48,37994,363,25,1,24,0.74,Single,No,Yes,No
852,21,149554,423,45,1,60,0.28,Divorced,Yes,No,Yes
853,47,104100,564,51,4,24,0.45,Single,Yes,No,Yes
854,53,114888,776,103,2,12,0.33,Married,No,No,No
855,51,49831,642,2,2,48,0.37,Married,No,No,No
856,39,33284,799,14,1,12,0.25,Single,Yes,No,No
857,24,114310,483,38,2,24,0.51,Married,No,No,Yes
858,29,64425,551,21,3,60,0.66,Single,Yes,Yes,Yes
859,28,54704,699,76,2,36,0.38,Single,Yes,No,Yes
860,31,120620,733,29,1,36,0.7,Married,Yes,No,No
861,30,44664,407,116,2,60,0.47,Single,Yes,Yes,No
862,32,35686,468,9,2,60,0.19,Divorced,No,No,No
863,50,111244,359,71,4,60,0.76,Married,Yes,No,Yes
864,66,22690,615,0,4,48,0.61,Married,No,No,No
865,64,114770,327,70,2,48,0.37,Single,Yes,No,No
866,58,16844,392,109,1,60,0.72,Married,Yes,No,No
867,46,33957,645,2,1,12,0.47,Divorced,No,Yes,No
868,43,116630,609,58,4,36,0.82,Divorced,Yes,No,No
869,23,43222,738,118,1,60,0.16,Married,No,No,Yes
870,26,47462,494,80,4,12,0.28,Single,No,Yes,No
871,28,17101,374,10,3,12,0.45,Single,No,Yes,No
872,67,140598,791,112,2,36,0.16,Single,Yes,Yes,No
873,49,100653,848,21,2,24,0.86,Married,Yes,No,No
874,42,123068,358,80,2,60,0.32,Single,Yes,No,Yes
875,23,79857,408,32,2,60,0.87,Single,No,No,No
876,28,21728,393,20,1,48,0.66,Married,Yes,No,No
877,24,97437,783,48,2,24,0.68,Divorced,Yes,No,Yes
